Detailed,,,,,,,,,
 ==================== ,,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Surpass Object,Time,ID
Intensity Sum,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,16
Intensity Sum,254,,Surface,1,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,6088,,Surface,2,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,10,,Surface,3,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,14065,,Surface,4,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,14065,,Surface,5,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,254,,Surface,6,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,6088,,Surface,7,,Image 1,Surface contact Area - cd68,1,17
Intensity Sum,13,,Surface,1,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,107,,Surface,2,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,1020,,Surface,4,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,1020,,Surface,5,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,13,,Surface,6,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,107,,Surface,7,,Image 1,Surface contact Area - cd68,1,18
Intensity Sum,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,10,,Surface,2,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,23,,Surface,4,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,23,,Surface,5,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,10,,Surface,7,,Image 1,Surface contact Area - cd68,1,19
Intensity Sum,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,11,,Surface,2,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,38,,Surface,4,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,38,,Surface,5,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,11,,Surface,7,,Image 1,Surface contact Area - cd68,1,20
Intensity Sum,167,,Surface,1,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,979,,Surface,2,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,3275,,Surface,4,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,3275,,Surface,5,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,167,,Surface,6,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,979,,Surface,7,,Image 1,Surface contact Area - cd68,1,21
Intensity Sum,399,,Surface,1,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,5265,,Surface,2,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,1221,,Surface,3,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,12949,,Surface,4,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,12949,,Surface,5,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,399,,Surface,6,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,5265,,Surface,7,,Image 1,Surface contact Area - cd68,1,22
Intensity Sum,118,,Surface,1,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,1018,,Surface,2,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,548,,Surface,3,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,2583,,Surface,4,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,2583,,Surface,5,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,57,,Surface,6,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,370,,Surface,7,,Image 1,Surface contact Area - cd68,1,23
Intensity Sum,41,,Surface,1,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,100,,Surface,2,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,56,,Surface,3,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,902,,Surface,4,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,902,,Surface,5,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,41,,Surface,6,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,100,,Surface,7,,Image 1,Surface contact Area - cd68,1,24
Intensity Sum,45,,Surface,1,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,3342,,Surface,2,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,3,,Surface,3,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,2805,,Surface,4,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,2805,,Surface,5,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,45,,Surface,6,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,1359,,Surface,7,,Image 1,Surface contact Area - cd68,1,25
Intensity Sum,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,2,,Surface,3,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,112,,Surface,4,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,112,,Surface,5,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,26
Intensity Sum,424,,Surface,1,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,4221,,Surface,2,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,211,,Surface,3,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,10162,,Surface,4,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,10162,,Surface,5,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,424,,Surface,6,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,4221,,Surface,7,,Image 1,Surface contact Area - cd68,1,27
Intensity Sum,660,,Surface,1,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,6690,,Surface,2,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,320,,Surface,3,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,17689,,Surface,4,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,17689,,Surface,5,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,660,,Surface,6,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,6690,,Surface,7,,Image 1,Surface contact Area - cd68,1,28
Intensity Sum,14,,Surface,1,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,7,,Surface,2,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,581,,Surface,4,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,581,,Surface,5,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,14,,Surface,6,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,29
Intensity Sum,426,,Surface,1,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,668,,Surface,2,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,5026,,Surface,4,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,5026,,Surface,5,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,426,,Surface,6,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,668,,Surface,7,,Image 1,Surface contact Area - cd68,1,30
Intensity Sum,265,,Surface,1,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,2172,,Surface,2,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,9086,,Surface,4,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,9086,,Surface,5,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,264,,Surface,6,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,2152,,Surface,7,,Image 1,Surface contact Area - cd68,1,31
Intensity Sum,126,,Surface,1,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,941,,Surface,2,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,3705,,Surface,4,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,3705,,Surface,5,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,53,,Surface,6,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,306,,Surface,7,,Image 1,Surface contact Area - cd68,1,32
Intensity Sum,283,,Surface,1,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,3955,,Surface,2,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,85,,Surface,3,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,6385,,Surface,4,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,6385,,Surface,5,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,169,,Surface,6,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,3774,,Surface,7,,Image 1,Surface contact Area - cd68,1,33
Intensity Sum,1520,,Surface,1,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,25860,,Surface,2,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,256,,Surface,3,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,38643,,Surface,4,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,38643,,Surface,5,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,1483,,Surface,6,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,25270,,Surface,7,,Image 1,Surface contact Area - cd68,1,34
Intensity Sum,27,,Surface,1,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,274,,Surface,2,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,609,,Surface,4,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,609,,Surface,5,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,27,,Surface,6,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,274,,Surface,7,,Image 1,Surface contact Area - cd68,1,35
Intensity Sum,228,,Surface,1,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,3735,,Surface,2,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,3,,Surface,3,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,7534,,Surface,4,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,7534,,Surface,5,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,228,,Surface,6,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,3719,,Surface,7,,Image 1,Surface contact Area - cd68,1,36
Intensity Sum,11,,Surface,1,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,1199,,Surface,2,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,3805,,Surface,4,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,3805,,Surface,5,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,11,,Surface,6,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,1199,,Surface,7,,Image 1,Surface contact Area - cd68,1,37
Intensity Sum,267,,Surface,1,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,2336,,Surface,2,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,7679,,Surface,4,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,7679,,Surface,5,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,267,,Surface,6,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,2336,,Surface,7,,Image 1,Surface contact Area - cd68,1,38
Intensity Sum,51,,Surface,1,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,189,,Surface,2,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,1114,,Surface,4,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,1114,,Surface,5,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,51,,Surface,6,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,189,,Surface,7,,Image 1,Surface contact Area - cd68,1,39
Intensity Sum,51,,Surface,1,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,69,,Surface,2,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,663,,Surface,4,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,663,,Surface,5,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,51,,Surface,6,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,69,,Surface,7,,Image 1,Surface contact Area - cd68,1,40
Intensity Sum,1172,,Surface,1,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,18929,,Surface,2,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,803,,Surface,3,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,33718,,Surface,4,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,33718,,Surface,5,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,1138,,Surface,6,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,17352,,Surface,7,,Image 1,Surface contact Area - cd68,1,41
Intensity Sum,5918,,Surface,1,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,29647,,Surface,2,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,383,,Surface,3,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,112498,,Surface,4,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,112498,,Surface,5,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,5820,,Surface,6,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,28250,,Surface,7,,Image 1,Surface contact Area - cd68,1,42
Intensity Sum,603,,Surface,1,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,14672,,Surface,2,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,18697,,Surface,4,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,18697,,Surface,5,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,603,,Surface,6,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,14461,,Surface,7,,Image 1,Surface contact Area - cd68,1,43
Intensity Sum,20,,Surface,1,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,184,,Surface,2,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,405,,Surface,4,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,405,,Surface,5,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,20,,Surface,6,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,184,,Surface,7,,Image 1,Surface contact Area - cd68,1,44
Intensity Sum,8,,Surface,1,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,83,,Surface,2,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,45,,Surface,4,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,45,,Surface,5,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,8,,Surface,6,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,83,,Surface,7,,Image 1,Surface contact Area - cd68,1,45
Intensity Sum,100,,Surface,1,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,1897,,Surface,2,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,120,,Surface,3,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,2679,,Surface,4,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,2679,,Surface,5,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,100,,Surface,6,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,1696,,Surface,7,,Image 1,Surface contact Area - cd68,1,46
Intensity Sum,1938,,Surface,1,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,62145,,Surface,2,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,1406,,Surface,3,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,68735,,Surface,4,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,68735,,Surface,5,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,1900,,Surface,6,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,60997,,Surface,7,,Image 1,Surface contact Area - cd68,1,47
Intensity Sum,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,14,,Surface,2,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,62,,Surface,4,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,62,,Surface,5,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,14,,Surface,7,,Image 1,Surface contact Area - cd68,1,48
Intensity Sum,11339,,Surface,1,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,43195,,Surface,2,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,38,,Surface,3,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,198655,,Surface,4,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,198655,,Surface,5,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,11082,,Surface,6,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,40391,,Surface,7,,Image 1,Surface contact Area - cd68,1,49
Intensity Sum,582,,Surface,1,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,12053,,Surface,2,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,10,,Surface,3,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,15172,,Surface,4,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,15172,,Surface,5,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,574,,Surface,6,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,11953,,Surface,7,,Image 1,Surface contact Area - cd68,1,50
Intensity Sum,75,,Surface,1,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,479,,Surface,2,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,3126,,Surface,4,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,3126,,Surface,5,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,75,,Surface,6,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,446,,Surface,7,,Image 1,Surface contact Area - cd68,1,51
Intensity Sum,24,,Surface,1,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,434,,Surface,2,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,1476,,Surface,4,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,1476,,Surface,5,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,24,,Surface,6,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,434,,Surface,7,,Image 1,Surface contact Area - cd68,1,52
Intensity Sum,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,585,,Surface,2,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,1188,,Surface,4,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,1188,,Surface,5,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,585,,Surface,7,,Image 1,Surface contact Area - cd68,1,53
Intensity Sum,13,,Surface,1,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,318,,Surface,2,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,45,,Surface,3,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,968,,Surface,4,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,968,,Surface,5,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,13,,Surface,6,,Image 1,Surface contact Area - cd68,1,54
Intensity Sum,318,,Surface,7,,Image 1,Surface contact Area - cd68,1,54
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,0
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,1
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,2
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,3
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,4
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,5
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,6
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,7
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,8
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,9
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,10
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,11
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,12
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,13
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,14
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,15
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,16
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,17
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,18
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,19
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,20
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,21
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,22
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,23
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,24
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,25
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,26
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,27
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,28
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,29
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,30
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,31
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,32
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,33
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,34
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,35
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,36
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,37
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,38
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,39
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,40
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,41
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,42
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,43
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,44
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,45
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,46
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,47
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,48
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,49
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,50
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,51
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,52
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,53
Number of Disconnected Components,1,,Surface,,,,Surface contact Area - cd68,1,54
Position X,125.985,um,Surface,,Position,,Surface contact Area - cd68,1,0
Position X,131.044,um,Surface,,Position,,Surface contact Area - cd68,1,1
Position X,135.3,um,Surface,,Position,,Surface contact Area - cd68,1,2
Position X,133.043,um,Surface,,Position,,Surface contact Area - cd68,1,3
Position X,132.86,um,Surface,,Position,,Surface contact Area - cd68,1,4
Position X,131.95,um,Surface,,Position,,Surface contact Area - cd68,1,5
Position X,131.275,um,Surface,,Position,,Surface contact Area - cd68,1,6
Position X,134.425,um,Surface,,Position,,Surface contact Area - cd68,1,7
Position X,133.675,um,Surface,,Position,,Surface contact Area - cd68,1,8
Position X,133.568,um,Surface,,Position,,Surface contact Area - cd68,1,9
Position X,132.4,um,Surface,,Position,,Surface contact Area - cd68,1,10
Position X,136.409,um,Surface,,Position,,Surface contact Area - cd68,1,11
Position X,132.828,um,Surface,,Position,,Surface contact Area - cd68,1,12
Position X,134.767,um,Surface,,Position,,Surface contact Area - cd68,1,13
Position X,134.6,um,Surface,,Position,,Surface contact Area - cd68,1,14
Position X,136.225,um,Surface,,Position,,Surface contact Area - cd68,1,15
Position X,125.791,um,Surface,,Position,,Surface contact Area - cd68,1,16
Position X,151.312,um,Surface,,Position,,Surface contact Area - cd68,1,17
Position X,132.836,um,Surface,,Position,,Surface contact Area - cd68,1,18
Position X,126.4,um,Surface,,Position,,Surface contact Area - cd68,1,19
Position X,146.375,um,Surface,,Position,,Surface contact Area - cd68,1,20
Position X,145.593,um,Surface,,Position,,Surface contact Area - cd68,1,21
Position X,137.047,um,Surface,,Position,,Surface contact Area - cd68,1,22
Position X,133.651,um,Surface,,Position,,Surface contact Area - cd68,1,23
Position X,131.117,um,Surface,,Position,,Surface contact Area - cd68,1,24
Position X,130.852,um,Surface,,Position,,Surface contact Area - cd68,1,25
Position X,131.381,um,Surface,,Position,,Surface contact Area - cd68,1,26
Position X,132.159,um,Surface,,Position,,Surface contact Area - cd68,1,27
Position X,132.412,um,Surface,,Position,,Surface contact Area - cd68,1,28
Position X,131.3,um,Surface,,Position,,Surface contact Area - cd68,1,29
Position X,131.605,um,Surface,,Position,,Surface contact Area - cd68,1,30
Position X,133.801,um,Surface,,Position,,Surface contact Area - cd68,1,31
Position X,133.497,um,Surface,,Position,,Surface contact Area - cd68,1,32
Position X,130.837,um,Surface,,Position,,Surface contact Area - cd68,1,33
Position X,133.562,um,Surface,,Position,,Surface contact Area - cd68,1,34
Position X,143.094,um,Surface,,Position,,Surface contact Area - cd68,1,35
Position X,126.381,um,Surface,,Position,,Surface contact Area - cd68,1,36
Position X,155.296,um,Surface,,Position,,Surface contact Area - cd68,1,37
Position X,146.118,um,Surface,,Position,,Surface contact Area - cd68,1,38
