Detailed,,,,,,,,,
 ==================== ,,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Surpass Object,Time,ID
Intensity Max,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,32
Intensity Max,4,,Surface,1,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,23,,Surface,2,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,4,,Surface,3,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,27,,Surface,4,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,27,,Surface,5,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,23,,Surface,7,,Image 1,Surface contact Area - cd68,1,33
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,36,,Surface,2,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,28,,Surface,4,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,28,,Surface,5,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,36,,Surface,7,,Image 1,Surface contact Area - cd68,1,34
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,9,,Surface,2,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,17,,Surface,4,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,17,,Surface,5,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,9,,Surface,7,,Image 1,Surface contact Area - cd68,1,35
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,14,,Surface,2,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,14,,Surface,7,,Image 1,Surface contact Area - cd68,1,36
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,12,,Surface,2,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,21,,Surface,4,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,21,,Surface,5,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,12,,Surface,7,,Image 1,Surface contact Area - cd68,1,37
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,13,,Surface,2,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,19,,Surface,4,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,19,,Surface,5,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,13,,Surface,7,,Image 1,Surface contact Area - cd68,1,38
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,6,,Surface,2,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,25,,Surface,4,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,25,,Surface,5,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,6,,Surface,7,,Image 1,Surface contact Area - cd68,1,39
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,5,,Surface,2,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,35,,Surface,4,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,35,,Surface,5,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,5,,Surface,7,,Image 1,Surface contact Area - cd68,1,40
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,25,,Surface,2,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,10,,Surface,3,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,28,,Surface,4,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,28,,Surface,5,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,25,,Surface,7,,Image 1,Surface contact Area - cd68,1,41
Intensity Max,5,,Surface,1,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,24,,Surface,2,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,9,,Surface,3,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,56,,Surface,4,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,56,,Surface,5,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,5,,Surface,6,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,24,,Surface,7,,Image 1,Surface contact Area - cd68,1,42
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,32,,Surface,2,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,22,,Surface,4,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,22,,Surface,5,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,32,,Surface,7,,Image 1,Surface contact Area - cd68,1,43
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,10,,Surface,4,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,10,,Surface,5,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,44
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,7,,Surface,2,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,45
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,12,,Surface,2,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,4,,Surface,3,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,12,,Surface,7,,Image 1,Surface contact Area - cd68,1,46
Intensity Max,4,,Surface,1,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,46,,Surface,2,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,10,,Surface,3,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,27,,Surface,4,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,27,,Surface,5,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,4,,Surface,6,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,46,,Surface,7,,Image 1,Surface contact Area - cd68,1,47
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,13,,Surface,4,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,13,,Surface,5,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,48
Intensity Max,6,,Surface,1,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,26,,Surface,2,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,3,,Surface,3,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,57,,Surface,4,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,57,,Surface,5,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,6,,Surface,6,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,26,,Surface,7,,Image 1,Surface contact Area - cd68,1,49
Intensity Max,3,,Surface,1,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,30,,Surface,2,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,24,,Surface,4,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,24,,Surface,5,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,3,,Surface,6,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,30,,Surface,7,,Image 1,Surface contact Area - cd68,1,50
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,9,,Surface,2,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,1,,Surface,3,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,9,,Surface,7,,Image 1,Surface contact Area - cd68,1,51
Intensity Max,2,,Surface,1,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,8,,Surface,2,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,2,,Surface,6,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,8,,Surface,7,,Image 1,Surface contact Area - cd68,1,52
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,10,,Surface,2,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,12,,Surface,4,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,12,,Surface,5,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,10,,Surface,7,,Image 1,Surface contact Area - cd68,1,53
Intensity Max,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,7,,Surface,2,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,5,,Surface,3,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,54
Intensity Max,7,,Surface,7,,Image 1,Surface contact Area - cd68,1,54
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,10,,Surface,4,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,10,,Surface,5,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,0
Intensity Mean,0.55542,,Surface,1,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,4.64068,,Surface,2,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,0.188794,,Surface,3,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,13.4738,,Surface,4,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,13.4738,,Surface,5,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,0.53106,,Surface,6,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,4.59196,,Surface,7,,Image 1,Surface contact Area - cd68,1,1
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,6.83333,,Surface,2,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,23.8333,,Surface,4,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,23.8333,,Surface,5,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,6.83333,,Surface,7,,Image 1,Surface contact Area - cd68,1,2
Intensity Mean,0.701754,,Surface,1,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,12.6009,,Surface,2,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,6.13596,,Surface,4,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,6.13596,,Surface,5,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,0.701754,,Surface,6,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,12.6009,,Surface,7,,Image 1,Surface contact Area - cd68,1,3
Intensity Mean,0.385428,,Surface,1,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,1.39282,,Surface,2,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,0.153115,,Surface,3,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,9.52693,,Surface,4,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,9.52693,,Surface,5,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,0.375924,,Surface,6,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,1.35058,,Surface,7,,Image 1,Surface contact Area - cd68,1,4
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,0.346154,,Surface,2,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,6.01923,,Surface,4,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,6.01923,,Surface,5,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,5
Intensity Mean,0.740741,,Surface,1,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,3.85185,,Surface,2,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,6.51852,,Surface,4,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,6.51852,,Surface,5,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,0.555556,,Surface,6,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,3.22222,,Surface,7,,Image 1,Surface contact Area - cd68,1,6
Intensity Mean,0.214286,,Surface,1,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,2.42857,,Surface,2,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,13.5714,,Surface,4,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,13.5714,,Surface,5,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,0.214286,,Surface,6,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,2.42857,,Surface,7,,Image 1,Surface contact Area - cd68,1,7
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,8
Intensity Mean,0.219807,,Surface,1,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,2.11594,,Surface,2,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,0.0652174,,Surface,3,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,11.3092,,Surface,4,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,11.3092,,Surface,5,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,0.219807,,Surface,6,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,2.11594,,Surface,7,,Image 1,Surface contact Area - cd68,1,9
Intensity Mean,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,1.5,,Surface,2,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,1.5,,Surface,7,,Image 1,Surface contact Area - cd68,1,10
Intensity Mean,0.266573,,Surface,1,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,4.12976,,Surface,2,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,0.781382,,Surface,3,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,12.4415,,Surface,4,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,12.4415,,Surface,5,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,0.266573,,Surface,6,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,4.12976,,Surface,7,,Image 1,Surface contact Area - cd68,1,11
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,3.47368,,Surface,2,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,13.9737,,Surface,4,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,13.9737,,Surface,5,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,3.47368,,Surface,7,,Image 1,Surface contact Area - cd68,1,12
Intensity Mean,0.833333,,Surface,1,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,1.38889,,Surface,2,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,7.5,,Surface,4,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,7.5,,Surface,5,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,0.833333,,Surface,6,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,1.38889,,Surface,7,,Image 1,Surface contact Area - cd68,1,13
Intensity Mean,0.5,,Surface,1,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,0.5,,Surface,6,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,14
Intensity Mean,1.66667,,Surface,1,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,7,,Surface,3,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,1.66667,,Surface,6,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,15
Intensity Mean,0.193182,,Surface,1,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,11.8409,,Surface,4,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,11.8409,,Surface,5,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,0.193182,,Surface,6,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,16
Intensity Mean,0.157666,,Surface,1,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,3.77902,,Surface,2,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,0.00620732,,Surface,3,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,8.7306,,Surface,4,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,8.7306,,Surface,5,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,0.157666,,Surface,6,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,3.77902,,Surface,7,,Image 1,Surface contact Area - cd68,1,17
Intensity Mean,0.216667,,Surface,1,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,1.78333,,Surface,2,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,0.0166667,,Surface,3,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,17,,Surface,4,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,17,,Surface,5,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,0.216667,,Surface,6,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,1.78333,,Surface,7,,Image 1,Surface contact Area - cd68,1,18
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,1.66667,,Surface,2,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,3.83333,,Surface,4,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,3.83333,,Surface,5,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,1.66667,,Surface,7,,Image 1,Surface contact Area - cd68,1,19
Intensity Mean,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,3.66667,,Surface,2,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,12.6667,,Surface,4,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,12.6667,,Surface,5,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,3.66667,,Surface,7,,Image 1,Surface contact Area - cd68,1,20
Intensity Mean,0.385681,,Surface,1,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,2.26097,,Surface,2,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,7.56351,,Surface,4,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,7.56351,,Surface,5,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,0.385681,,Surface,6,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,2.26097,,Surface,7,,Image 1,Surface contact Area - cd68,1,21
Intensity Mean,0.346957,,Surface,1,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,4.57826,,Surface,2,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,1.06174,,Surface,3,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,11.26,,Surface,4,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,11.26,,Surface,5,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,0.346957,,Surface,6,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,4.57826,,Surface,7,,Image 1,Surface contact Area - cd68,1,22
Intensity Mean,0.397306,,Surface,1,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,3.42761,,Surface,2,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,1.84512,,Surface,3,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,8.69697,,Surface,4,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,8.69697,,Surface,5,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,0.191919,,Surface,6,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,1.24579,,Surface,7,,Image 1,Surface contact Area - cd68,1,23
Intensity Mean,0.836735,,Surface,1,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,2.04082,,Surface,2,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,1.14286,,Surface,3,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,18.4082,,Surface,4,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,18.4082,,Surface,5,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,0.836735,,Surface,6,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,2.04082,,Surface,7,,Image 1,Surface contact Area - cd68,1,24
Intensity Mean,0.126761,,Surface,1,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,9.41408,,Surface,2,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,0.0084507,,Surface,3,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,7.90141,,Surface,4,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,7.90141,,Surface,5,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,0.126761,,Surface,6,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,3.82817,,Surface,7,,Image 1,Surface contact Area - cd68,1,25
Intensity Mean,0.25,,Surface,1,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,0.5,,Surface,2,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,0.25,,Surface,3,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,0.25,,Surface,6,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,0.5,,Surface,7,,Image 1,Surface contact Area - cd68,1,26
Intensity Mean,0.546392,,Surface,1,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,5.43943,,Surface,2,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,0.271907,,Surface,3,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,13.0954,,Surface,4,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,13.0954,,Surface,5,,Image 1,Surface contact Area - cd68,1,27
Intensity Mean,0.546392,,Surface,6,,Image 1,Surface contact Area - cd68,1,27
